Model;Prompt;Repetition;Success;Feedback_Round_0;Feedback_Round_1;Feedback_Round_2;Feedback_Round_3;Feedback_Round_4;Feedback_Round_5;String Handling;List or Array Operation;Mathematical Calculation;Logical Condition;ABAP Database Operation
qwen3-coder;68;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;68;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;68;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;68;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;68;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;69;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;69;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;69;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;69;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;69;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;69;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;69;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;69;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;69;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;69;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;7;0;True;unit tests were successful;;;;;;True;True;;True;
qwen3-coder;7;1;True;unit tests were successful;;;;;;True;True;;True;
qwen3-coder;7;2;True;unit tests were successful;;;;;;True;True;;True;
qwen3-coder;7;3;True;unit tests were successful;;;;;;True;True;;True;
qwen3-coder;7;4;True;unit tests were successful;;;;;;True;True;;True;
qwen3-coder;7;5;True;unit tests were successful;;;;;;True;True;;True;
qwen3-coder;7;6;True;unit tests were successful;;;;;;True;True;;True;
qwen3-coder;7;7;True;unit tests were successful;;;;;;True;True;;True;
qwen3-coder;7;8;False;;;;;;;True;True;;True;
qwen3-coder;7;9;True;unit tests were successful;;;;;;True;True;;True;
qwen3-coder;70;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;70;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;70;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;70;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;70;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;70;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;70;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;70;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;70;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;70;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;71;0;True;unit tests were successful;;;;;;;;True;True;
qwen3-coder;71;1;True;unit tests were successful;;;;;;;;True;True;
qwen3-coder;71;2;True;unit tests were successful;;;;;;;;True;True;
qwen3-coder;71;3;True;unit tests were successful;;;;;;;;True;True;
qwen3-coder;71;4;True;unit tests were successful;;;;;;;;True;True;
qwen3-coder;71;5;True;unit tests were successful;;;;;;;;True;True;
qwen3-coder;71;6;True;unit tests were successful;;;;;;;;True;True;
qwen3-coder;71;7;True;unit tests were successful;;;;;;;;True;True;
qwen3-coder;71;8;True;unit tests were successful;;;;;;;;True;True;
qwen3-coder;71;9;True;unit tests were successful;;;;;;;;True;True;
qwen3-coder;72;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;72;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;72;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;72;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;72;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;72;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;72;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;72;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;72;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;72;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;73;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;73;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;73;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;73;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;73;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;73;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;73;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;73;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;73;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;73;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;74;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;True;;True;
qwen3-coder;74;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;True;;True;
qwen3-coder;74;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;True;;True;
qwen3-coder;74;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;True;;True;
qwen3-coder;74;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;True;;True;
qwen3-coder;74;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;True;;True;
qwen3-coder;74;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;True;;True;
qwen3-coder;74;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;True;;True;
qwen3-coder;74;8;False;;;;;;;True;True;;True;
qwen3-coder;74;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;True;;True;
qwen3-coder;75;0;False;unit test failed;unit test failed;unit test failed;syntax check failed;unit test failed;unit test failed;;;True;True;
qwen3-coder;75;1;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;;;True;True;
qwen3-coder;75;2;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;;;True;True;
qwen3-coder;75;3;True;unit tests were successful;;;;;;;;True;True;
qwen3-coder;75;4;False;syntax check failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;;;True;True;
qwen3-coder;75;5;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;;;True;True;
qwen3-coder;75;6;False;syntax check failed;unit test failed;unit test failed;unit test failed;unit test failed;syntax check failed;;;True;True;
qwen3-coder;75;7;False;syntax check failed;unit test failed;syntax check failed;unit test failed;unit test failed;unit test failed;;;True;True;
qwen3-coder;75;8;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;;;True;True;
qwen3-coder;75;9;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;;;True;True;
qwen3-coder;76;0;True;unit tests were successful;;;;;;;;True;True;
qwen3-coder;76;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;
qwen3-coder;76;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;
qwen3-coder;76;3;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;;;True;True;
qwen3-coder;76;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;
qwen3-coder;76;5;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;;;True;True;
qwen3-coder;76;6;True;unit tests were successful;;;;;;;;True;True;
qwen3-coder;76;7;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;;;True;True;
qwen3-coder;76;8;False;syntax check failed;syntax check failed;syntax check failed;unit test failed;unit test failed;syntax check failed;;;True;True;
qwen3-coder;76;9;True;unit tests were successful;;;;;;;;True;True;
qwen3-coder;77;0;True;syntax check failed;syntax check failed;unit tests were successful;;;;;;True;True;
qwen3-coder;77;1;True;unit tests were successful;;;;;;;;True;True;
qwen3-coder;77;2;True;unit tests were successful;;;;;;;;True;True;
qwen3-coder;77;3;True;unit tests were successful;;;;;;;;True;True;
qwen3-coder;77;4;True;unit tests were successful;;;;;;;;True;True;
qwen3-coder;77;5;True;unit tests were successful;;;;;;;;True;True;
qwen3-coder;77;6;True;syntax check failed;syntax check failed;syntax check failed;unit tests were successful;;;;;True;True;
qwen3-coder;77;7;True;unit test failed;unit tests were successful;;;;;;;True;True;
qwen3-coder;77;8;True;unit tests were successful;;;;;;;;True;True;
qwen3-coder;77;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;
qwen3-coder;78;0;True;unit test failed;unit tests were successful;;;;;True;;True;;
qwen3-coder;78;1;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;True;;True;;
qwen3-coder;78;2;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;True;;True;;
qwen3-coder;78;3;True;unit test failed;unit test failed;unit test failed;unit tests were successful;;;True;;True;;
qwen3-coder;78;4;True;unit test failed;syntax check failed;unit test failed;unit tests were successful;;;True;;True;;
qwen3-coder;78;5;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;True;;True;;
qwen3-coder;78;6;True;unit test failed;unit tests were successful;;;;;True;;True;;
qwen3-coder;78;7;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;True;;True;;
qwen3-coder;78;8;True;unit test failed;syntax check failed;unit test failed;unit tests were successful;;;True;;True;;
qwen3-coder;78;9;True;unit test failed;unit tests were successful;;;;;True;;True;;
qwen3-coder;79;0;True;unit tests were successful;;;;;;True;;True;;
qwen3-coder;79;1;True;unit tests were successful;;;;;;True;;True;;
qwen3-coder;79;2;True;unit tests were successful;;;;;;True;;True;;
qwen3-coder;79;3;True;unit tests were successful;;;;;;True;;True;;
qwen3-coder;79;4;True;unit tests were successful;;;;;;True;;True;;
qwen3-coder;79;5;True;unit tests were successful;;;;;;True;;True;;
qwen3-coder;79;6;True;unit tests were successful;;;;;;True;;True;;
qwen3-coder;79;7;True;unit tests were successful;;;;;;True;;True;;
qwen3-coder;79;8;True;unit tests were successful;;;;;;True;;True;;
qwen3-coder;79;9;True;unit tests were successful;;;;;;True;;True;;
qwen3-coder;8;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;;
qwen3-coder;8;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;;
qwen3-coder;8;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;;
qwen3-coder;8;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;;
qwen3-coder;8;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;;
qwen3-coder;8;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;;
qwen3-coder;8;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;;
qwen3-coder;8;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;;
qwen3-coder;8;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;;
qwen3-coder;8;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;;
qwen3-coder;80;0;True;syntax check failed;unit tests were successful;;;;;True;;;True;
qwen3-coder;80;1;True;syntax check failed;unit tests were successful;;;;;True;;;True;
qwen3-coder;80;2;True;syntax check failed;unit tests were successful;;;;;True;;;True;
qwen3-coder;80;3;True;syntax check failed;unit tests were successful;;;;;True;;;True;
qwen3-coder;80;4;True;syntax check failed;unit tests were successful;;;;;True;;;True;
qwen3-coder;80;5;True;syntax check failed;unit tests were successful;;;;;True;;;True;
qwen3-coder;80;6;True;syntax check failed;unit tests were successful;;;;;True;;;True;
qwen3-coder;80;7;True;syntax check failed;unit tests were successful;;;;;True;;;True;
qwen3-coder;80;8;True;syntax check failed;unit tests were successful;;;;;True;;;True;
qwen3-coder;80;9;True;syntax check failed;unit tests were successful;;;;;True;;;True;
qwen3-coder;81;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;81;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;81;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;81;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;81;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;81;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;81;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;81;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;81;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;81;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;82;0;True;syntax check failed;unit tests were successful;;;;;True;;True;True;
qwen3-coder;82;1;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;True;;True;True;
qwen3-coder;82;2;True;syntax check failed;unit tests were successful;;;;;True;;True;True;
qwen3-coder;82;3;True;syntax check failed;unit tests were successful;;;;;True;;True;True;
qwen3-coder;82;4;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;True;;True;True;
qwen3-coder;82;5;True;unit tests were successful;;;;;;True;;True;True;
qwen3-coder;82;6;True;syntax check failed;unit tests were successful;;;;;True;;True;True;
qwen3-coder;82;7;True;unit test failed;unit test failed;unit tests were successful;;;;True;;True;True;
qwen3-coder;82;8;True;unit test failed;unit tests were successful;;;;;True;;True;True;
qwen3-coder;82;9;True;unit tests were successful;;;;;;True;;True;True;
qwen3-coder;83;0;True;syntax check failed;unit test failed;unit test failed;unit test failed;unit test failed;unit tests were successful;;;True;;
qwen3-coder;83;1;True;syntax check failed;unit test failed;unit test failed;unit tests were successful;;;;;True;;
qwen3-coder;83;2;True;syntax check failed;unit test failed;unit test failed;unit tests were successful;;;;;True;;
qwen3-coder;83;3;True;syntax check failed;unit test failed;unit test failed;unit test failed;unit tests were successful;;;;True;;
qwen3-coder;83;4;True;syntax check failed;unit test failed;unit test failed;unit test failed;unit test failed;unit tests were successful;;;True;;
qwen3-coder;83;5;True;syntax check failed;unit test failed;unit test failed;unit tests were successful;;;;;True;;
qwen3-coder;83;6;False;syntax check failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;;;True;;
qwen3-coder;83;7;False;syntax check failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;;;True;;
qwen3-coder;83;8;True;syntax check failed;unit test failed;unit test failed;unit test failed;unit test failed;unit tests were successful;;;True;;
qwen3-coder;83;9;False;syntax check failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;;;True;;
qwen3-coder;84;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;True;;
qwen3-coder;84;1;False;syntax check failed;unit test failed;syntax check failed;unit test failed;syntax check failed;unit test failed;True;;True;;
qwen3-coder;84;2;False;syntax check failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;True;;True;;
qwen3-coder;84;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;True;;
qwen3-coder;84;4;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;True;;True;;
qwen3-coder;84;5;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;True;;True;;
qwen3-coder;84;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;True;;
qwen3-coder;84;7;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;True;;True;;
qwen3-coder;84;8;False;unit test failed;syntax check failed;unit test failed;unit test failed;unit test failed;unit test failed;True;;True;;
qwen3-coder;84;9;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;True;;True;;
qwen3-coder;85;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;85;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;85;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;85;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;85;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;85;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;85;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;85;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;85;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;85;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;86;0;False;unit test failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;;;
qwen3-coder;86;1;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;True;;;;
qwen3-coder;86;2;False;unit test failed;unit test failed;unit test failed;unit test failed;syntax check failed;unit test failed;True;;;;
qwen3-coder;86;3;False;syntax check failed;syntax check failed;unit test failed;unit test failed;unit test failed;syntax check failed;True;;;;
qwen3-coder;86;4;False;syntax check failed;syntax check failed;unit test failed;unit test failed;unit test failed;unit test failed;True;;;;
qwen3-coder;86;5;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;True;;;;
qwen3-coder;86;6;False;syntax check failed;syntax check failed;unit test failed;syntax check failed;syntax check failed;syntax check failed;True;;;;
qwen3-coder;86;7;False;unit test failed;unit test failed;unit test failed;unit test failed;syntax check failed;syntax check failed;True;;;;
qwen3-coder;86;8;False;unit test failed;unit test failed;unit test failed;unit test failed;syntax check failed;syntax check failed;True;;;;
qwen3-coder;86;9;False;syntax check failed;syntax check failed;unit test failed;unit test failed;unit test failed;unit test failed;True;;;;
qwen3-coder;87;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;87;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;87;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;87;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;87;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;87;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;87;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;87;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;87;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;87;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
qwen3-coder;88;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;88;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;88;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;88;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;88;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;88;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;88;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;88;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;88;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;88;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;89;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;;;
qwen3-coder;89;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;;;
qwen3-coder;89;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;;;
qwen3-coder;89;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;;;
qwen3-coder;89;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;;;
qwen3-coder;89;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;;;
qwen3-coder;89;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;;;
qwen3-coder;89;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;;;
qwen3-coder;89;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;;;
qwen3-coder;89;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;;;
qwen3-coder;9;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;9;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;9;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;9;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;9;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;9;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;9;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;9;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;9;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;9;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
qwen3-coder;90;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;;
qwen3-coder;90;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;;
qwen3-coder;90;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;;
qwen3-coder;90;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;;
qwen3-coder;90;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;;
qwen3-coder;90;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;;
qwen3-coder;90;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;;
